Region,Species,LifeStage,Season,maxWaterTemp
Suisun Marsh,White Sturgeon,Larvae,Spring,24.799999237060547
Suisun Marsh,Sacramento Sucker,Adult,Spring,32.099998474121094
Suisun Marsh,Sacramento Sucker,Juvenile,Spring,26
Suisun Marsh,Prickly Sculpin,Adult,Spring,32.099998474121094
Suisun Marsh,Prickly Sculpin,Juvenile-Larvae,Spring,32.099998474121094
Suisun Marsh,Threespine Stickleback,Adult,Spring,26
Suisun Marsh,Threespine Stickleback,Juvenile-Larvae,Spring,32.099998474121094
Suisun Marsh,Wakasagi,Juvenile,Spring,18.799999237060547
Suisun Marsh,Wakasagi,Larvae,Spring,21.899999618530273
Suisun Marsh,Delta Smelt,Adult,Spring,23.799999237060547
Suisun Marsh,Delta Smelt,Juvenile,Spring,25
Suisun Marsh,Delta Smelt,Larvae,Spring,21.600000381469727
Suisun Marsh,Tule Perch,Adult,Spring,32.099998474121094
Suisun Marsh,Tule Perch,Juvenile-Larvae,Spring,32.099998474121094
Suisun Marsh,Hitch,Juvenile-Larvae,Spring,24
Suisun Marsh,Mississippi Silverside,Adult,Spring,20.549999237060547
Suisun Marsh,Mississippi Silverside,Juvenile,Spring,24
Suisun Marsh,Striped Bass,Adult,Spring,26.299999237060547
Suisun Marsh,Striped Bass,Juvenile,Spring,32.099998474121094
Suisun Marsh,Striped Bass,Larvae,Spring,23.899999618530273
Suisun Marsh,Chinook Salmon,Juvenile,Spring,21.899999618530273
Suisun Marsh,Sacramento Blackfish,Juvenile-Larvae,Spring,20.5
Suisun Marsh,Sacramento Splittail,Adult,Spring,32.099998474121094
Suisun Marsh,Sacramento Splittail,Juvenile,Spring,32.099998474121094
Suisun Marsh,Sacramento Splittail,Larvae,Spring,24
Suisun Marsh,Sacramento Pikeminnow,Adult,Spring,25
Suisun Marsh,Sacramento Pikeminnow,Juvenile-Larvae,Spring,24.5
Suisun Marsh,Longfin Smelt,Adult,Spring,21
Suisun Marsh,Longfin Smelt,Juvenile,Spring,26
Suisun Marsh,Longfin Smelt,Larvae,Spring,20.600000381469727
Central,Green Sturgeon,Juvenile,Summer,28.5
Central,White Sturgeon,Juvenile,Summer,26.666666666666668
Central,Sacramento Sucker,Juvenile,Summer,28.055555555555557
Central,Prickly Sculpin,Adult,Summer,29.700000762939453
Central,Prickly Sculpin,Juvenile-Larvae,Summer,28.88888888888889
Central,Wakasagi,Adult,Summer,26.899999618530273
Central,Wakasagi,Juvenile,Summer,23.88888888888889
Central,Delta Smelt,Adult,Summer,27.770000457763672
Central,Delta Smelt,Juvenile,Summer,26.666666666666668
Central,Delta Smelt,Larvae,Summer,27.77777777777778
Central,Tule Perch,Adult,Summer,25.299999237060547
Central,Tule Perch,Juvenile-Larvae,Summer,26.600000381469727
Central,Hitch,Juvenile-Larvae,Summer,23.899999618530273
Central,Mississippi Silverside,Adult,Summer,27.77777777777778
Central,Mississippi Silverside,Juvenile,Summer,31.11111111111111
Central,Largemouth Bass,Adult,Summer,28.333333333333332
Central,Largemouth Bass,Juvenile,Summer,30
Central,Striped Bass,Adult,Summer,28.333333333333332
Central,Striped Bass,Juvenile,Summer,31.11111111111111
Central,Steelhead/Rainbow Trout,Adult,Summer,25.555555555555557
Central,Steelhead/Rainbow Trout,Juvenile,Summer,28.333333333333332
Central,Chinook Salmon,Juvenile,Summer,28.333333333333332
Central,Sacramento Blackfish,Adult,Summer,24.166666666666668
Central,Sacramento Blackfish,Juvenile-Larvae,Summer,26.666666666666668
Central,Sacramento Splittail,Adult,Summer,27.77777777777778
Central,Sacramento Splittail,Juvenile,Summer,30.555555555555557
Central,Sacramento Splittail,Larvae,Summer,22.88888888888889
Central,Sacramento Pikeminnow,Adult,Summer,25.200000762939453
Central,Sacramento Pikeminnow,Juvenile-Larvae,Summer,29
Central,Longfin Smelt,Juvenile,Summer,28.270000457763672
Confluence,White Sturgeon,Juvenile,Summer,23
Confluence,White Sturgeon,Larvae,Summer,22.719999313354492
Confluence,Sacramento Sucker,Adult,Summer,23.600000381469727
Confluence,Sacramento Sucker,Juvenile,Summer,22.899999618530273
Confluence,Prickly Sculpin,Adult,Summer,26.700000762939453
Confluence,Prickly Sculpin,Juvenile-Larvae,Summer,25.100000381469727
Confluence,Threespine Stickleback,Adult,Summer,24.440000534057617
Confluence,Threespine Stickleback,Juvenile-Larvae,Summer,26
Confluence,Wakasagi,Adult,Summer,23.200000762939453
Confluence,Wakasagi,Juvenile,Summer,22.799999237060547
Confluence,Delta Smelt,Adult,Summer,25.610000610351563
Confluence,Delta Smelt,Juvenile,Summer,26
Confluence,Delta Smelt,Larvae,Summer,25.610000610351563
Confluence,Tule Perch,Adult,Summer,25.299999237060547
Confluence,Tule Perch,Juvenile-Larvae,Summer,27.200000762939453
Confluence,Hitch,Adult,Summer,23.899999618530273
Confluence,Hitch,Juvenile-Larvae,Summer,28.100000381469727
Confluence,Mississippi Silverside,Adult,Summer,25.399999618530273
Confluence,Mississippi Silverside,Juvenile,Summer,29.600000381469727
Confluence,Largemouth Bass,Adult,Summer,24.899999618530273
Confluence,Largemouth Bass,Juvenile,Summer,29.100000381469727
Confluence,Striped Bass,Adult,Summer,20.799999237060547
Confluence,Striped Bass,Juvenile,Summer,28.700000762939453
Confluence,Chinook Salmon,Juvenile,Summer,23.888891220092773
Confluence,Sacramento Blackfish,Juvenile-Larvae,Summer,21.700000762939453
Confluence,Sacramento Splittail,Adult,Summer,21.5
Confluence,Sacramento Splittail,Juvenile,Summer,28.100000381469727
Confluence,Sacramento Splittail,Larvae,Summer,23.049999237060547
Confluence,Sacramento Pikeminnow,Adult,Summer,25.100000381469727
Confluence,Sacramento Pikeminnow,Juvenile-Larvae,Summer,26.700000762939453
Confluence,Longfin Smelt,Adult,Summer,23.940000534057617
Confluence,Longfin Smelt,Juvenile,Summer,23.8799991607666
North Delta,White Sturgeon,Juvenile,Summer,20.799999237060547
North Delta,Sacramento Sucker,Adult,Summer,23.200000762939453
North Delta,Sacramento Sucker,Juvenile,Summer,25.200000762939453
North Delta,Prickly Sculpin,Adult,Summer,25.200000762939453
North Delta,Prickly Sculpin,Juvenile-Larvae,Summer,25.200000762939453
North Delta,Threespine Stickleback,Adult,Summer,22.200000762939453
North Delta,Threespine Stickleback,Juvenile-Larvae,Summer,23
North Delta,Wakasagi,Adult,Summer,25.899999618530273
North Delta,Wakasagi,Juvenile,Summer,25.299999237060547
North Delta,Delta Smelt,Adult,Summer,25.600000381469727
North Delta,Delta Smelt,Juvenile,Summer,25.899999618530273
North Delta,Delta Smelt,Larvae,Summer,23.399999618530273
North Delta,Tule Perch,Adult,Summer,25.5
North Delta,Tule Perch,Juvenile-Larvae,Summer,26
North Delta,Hitch,Adult,Summer,23.5
North Delta,Hitch,Juvenile-Larvae,Summer,23.888891220092773
North Delta,Mississippi Silverside,Adult,Summer,27
North Delta,Mississippi Silverside,Juvenile,Summer,29.799999237060547
North Delta,Largemouth Bass,Adult,Summer,24.700000762939453
North Delta,Largemouth Bass,Juvenile,Summer,25.600000381469727
North Delta,Striped Bass,Adult,Summer,23.899999618530273
North Delta,Striped Bass,Juvenile,Summer,29.799999237060547
North Delta,Steelhead/Rainbow Trout,Juvenile,Summer,24.444446563720703
North Delta,Chinook Salmon,Adult,Summer,21.799999237060547
North Delta,Chinook Salmon,Juvenile,Summer,24.444446563720703
North Delta,Sacramento Blackfish,Adult,Summer,24.100000381469727
North Delta,Sacramento Blackfish,Juvenile-Larvae,Summer,25.200000762939453
North Delta,Sacramento Splittail,Juvenile,Summer,27
North Delta,Sacramento Pikeminnow,Adult,Summer,24.600000381469727
North Delta,Sacramento Pikeminnow,Juvenile-Larvae,Summer,29.799999237060547
North Delta,Longfin Smelt,Juvenile,Summer,24.399999618530273
South,Green Sturgeon,Juvenile,Summer,28.5
South,White Sturgeon,Juvenile,Summer,26.666666666666668
South,Sacramento Sucker,Adult,Summer,24.5
South,Sacramento Sucker,Juvenile,Summer,28.299999237060547
South,Prickly Sculpin,Adult,Summer,28.88888888888889
South,Prickly Sculpin,Juvenile-Larvae,Summer,28.88888888888889
South,Wakasagi,Adult,Summer,27.600000381469727
South,Wakasagi,Juvenile,Summer,25.200000762939453
South,Delta Smelt,Adult,Summer,26.666666666666668
South,Delta Smelt,Juvenile,Summer,26.666666666666668
South,Delta Smelt,Larvae,Summer,27.77777777777778
South,Tule Perch,Adult,Summer,28.700000762939453
South,Tule Perch,Juvenile-Larvae,Summer,28.299999237060547
South,Hitch,Juvenile-Larvae,Summer,24.200000762939453
South,Mississippi Silverside,Adult,Summer,28.799999237060547
South,Mississippi Silverside,Juvenile,Summer,31.11111111111111
South,Largemouth Bass,Adult,Summer,27.22222222222222
South,Largemouth Bass,Juvenile,Summer,30
South,Striped Bass,Adult,Summer,27.22222222222222
South,Striped Bass,Juvenile,Summer,31.11111111111111
South,Steelhead/Rainbow Trout,Adult,Summer,25.555555555555557
South,Steelhead/Rainbow Trout,Juvenile,Summer,28.333333333333332
South,Chinook Salmon,Juvenile,Summer,28.333333333333332
South,Sacramento Blackfish,Adult,Summer,27.100000381469727
South,Sacramento Blackfish,Juvenile-Larvae,Summer,26.666666666666668
South,Sacramento Splittail,Adult,Summer,27.77777777777778
South,Sacramento Splittail,Juvenile,Summer,30.555555555555557
South,Sacramento Splittail,Larvae,Summer,22.22222222222222
South,Sacramento Pikeminnow,Adult,Summer,25.799999237060547
South,Sacramento Pikeminnow,Juvenile-Larvae,Summer,28.200000762939453
South,Longfin Smelt,Juvenile,Summer,27.77777777777778
Suisun Bay,Green Sturgeon,Juvenile,Summer,25.5
Suisun Bay,White Sturgeon,Adult,Summer,20.799999237060547
Suisun Bay,White Sturgeon,Juvenile,Summer,23.8799991607666
Suisun Bay,White Sturgeon,Larvae,Summer,21.65999984741211
Suisun Bay,Sacramento Sucker,Adult,Summer,21.5
Suisun Bay,Sacramento Sucker,Juvenile,Summer,24.799999237060547
Suisun Bay,Prickly Sculpin,Adult,Summer,24
Suisun Bay,Prickly Sculpin,Juvenile-Larvae,Summer,23
Suisun Bay,Threespine Stickleback,Adult,Summer,22.100000381469727
Suisun Bay,Threespine Stickleback,Juvenile-Larvae,Summer,24.5
Suisun Bay,Wakasagi,Adult,Summer,23.5
Suisun Bay,Wakasagi,Juvenile,Summer,20
Suisun Bay,Delta Smelt,Adult,Summer,25.5
Suisun Bay,Delta Smelt,Juvenile,Summer,25
Suisun Bay,Delta Smelt,Larvae,Summer,23.440000534057617
Suisun Bay,Tule Perch,Adult,Summer,24.799999237060547
Suisun Bay,Tule Perch,Juvenile-Larvae,Summer,24.799999237060547
Suisun Bay,Hitch,Adult,Summer,22.22222328186035
Suisun Bay,Mississippi Silverside,Adult,Summer,22.722225189208984
Suisun Bay,Mississippi Silverside,Juvenile,Summer,23.610000610351563
Suisun Bay,Largemouth Bass,Juvenile,Summer,23.222225189208984
Suisun Bay,Striped Bass,Adult,Summer,25.000001907348633
Suisun Bay,Striped Bass,Juvenile,Summer,27
Suisun Bay,Steelhead/Rainbow Trout,Adult,Summer,22.799999237060547
Suisun Bay,Steelhead/Rainbow Trout,Juvenile,Summer,23.5
Suisun Bay,Chinook Salmon,Adult,Summer,22.444446563720703
Suisun Bay,Chinook Salmon,Juvenile,Summer,25.5
Suisun Bay,Sacramento Blackfish,Adult,Summer,21.666667938232422
Suisun Bay,Sacramento Blackfish,Juvenile-Larvae,Summer,21.666667938232422
Suisun Bay,Sacramento Splittail,Adult,Summer,25.5
Suisun Bay,Sacramento Splittail,Juvenile,Summer,25.5
Suisun Bay,Sacramento Pikeminnow,Adult,Summer,22.166669845581055
Suisun Bay,Sacramento Pikeminnow,Juvenile-Larvae,Summer,21.700000762939453
Suisun Bay,Longfin Smelt,Adult,Summer,25.600000381469727
Suisun Bay,Longfin Smelt,Juvenile,Summer,25.600000381469727
Suisun Marsh,White Sturgeon,Juvenile,Summer,23.700000762939453
Suisun Marsh,Sacramento Sucker,Adult,Summer,29.5
Suisun Marsh,Sacramento Sucker,Juvenile,Summer,29.5
Suisun Marsh,Prickly Sculpin,Adult,Summer,27
Suisun Marsh,Prickly Sculpin,Juvenile-Larvae,Summer,27
Suisun Marsh,Threespine Stickleback,Adult,Summer,25.200000762939453
Suisun Marsh,Threespine Stickleback,Juvenile-Larvae,Summer,27
Suisun Marsh,Wakasagi,Adult,Summer,24.299999237060547
Suisun Marsh,Wakasagi,Juvenile,Summer,24.100000381469727
Suisun Marsh,Delta Smelt,Adult,Summer,23.5
Suisun Marsh,Delta Smelt,Juvenile,Summer,26
Suisun Marsh,Delta Smelt,Larvae,Summer,24
Suisun Marsh,Tule Perch,Adult,Summer,28
Suisun Marsh,Tule Perch,Juvenile-Larvae,Summer,29.5
Suisun Marsh,Hitch,Adult,Summer,25
Suisun Marsh,Hitch,Juvenile-Larvae,Summer,25
Suisun Marsh,Mississippi Silverside,Adult,Summer,24.100000381469727
Suisun Marsh,Mississippi Silverside,Juvenile,Summer,28
Suisun Marsh,Striped Bass,Adult,Summer,25.600000381469727
Suisun Marsh,Striped Bass,Juvenile,Summer,29.5
Suisun Marsh,Chinook Salmon,Juvenile,Summer,22.770000457763672
Suisun Marsh,Sacramento Blackfish,Juvenile-Larvae,Summer,23.600000381469727
Suisun Marsh,Sacramento Splittail,Adult,Summer,29.5
Suisun Marsh,Sacramento Splittail,Juvenile,Summer,29.5
Suisun Marsh,Sacramento Splittail,Larvae,Summer,26.700000762939453
Suisun Marsh,Sacramento Pikeminnow,Adult,Summer,23
Suisun Marsh,Sacramento Pikeminnow,Juvenile-Larvae,Summer,24
Suisun Marsh,Longfin Smelt,Adult,Summer,24.700000762939453
Suisun Marsh,Longfin Smelt,Juvenile,Summer,25
Central,Green Sturgeon,Juvenile,Fall,18.72222222222222
Central,White Sturgeon,Juvenile,Fall,20.833333333333332
Central,Prickly Sculpin,Adult,Fall,22.444444444444446
Central,Prickly Sculpin,Juvenile-Larvae,Fall,22.77777777777778
Central,Threespine Stickleback,Adult,Fall,17.77777777777778
Central,Threespine Stickleback,Juvenile-Larvae,Fall,19.055555555555557
Central,Delta Smelt,Adult,Fall,15.555555555555555
Central,Hitch,Juvenile-Larvae,Fall,18.200000762939453
Central,Mississippi Silverside,Adult,Fall,23.888891220092773
Central,Mississippi Silverside,Juvenile,Fall,23.888891220092773
Central,Largemouth Bass,Adult,Fall,21.166666666666664
Central,Largemouth Bass,Juvenile,Fall,23.888891220092773
Central,Striped Bass,Adult,Fall,24.444444444444443
Central,Striped Bass,Juvenile,Fall,25
Central,Steelhead/Rainbow Trout,Adult,Fall,17.5
Central,Steelhead/Rainbow Trout,Juvenile,Fall,17.77777777777778
Central,Chinook Salmon,Juvenile,Fall,22.22222222222222
Central,Sacramento Blackfish,Adult,Fall,16.11111111111111
Central,Sacramento Blackfish,Juvenile-Larvae,Fall,21.11111111111111
Central,Sacramento Splittail,Adult,Fall,22.22222222222222
Central,Sacramento Splittail,Juvenile,Fall,21.666666666666668
Central,Sacramento Pikeminnow,Adult,Fall,19.700000762939453
Central,Sacramento Pikeminnow,Juvenile-Larvae,Fall,22.200000762939453
Central,Longfin Smelt,Adult,Fall,14.199999809265137
Central,Longfin Smelt,Juvenile,Fall,14.5
Confluence,White Sturgeon,Juvenile,Fall,20.100000381469727
Confluence,Sacramento Sucker,Adult,Fall,17.399999618530273
Confluence,Sacramento Sucker,Juvenile,Fall,18.799999237060547
Confluence,Prickly Sculpin,Adult,Fall,21.5
Confluence,Threespine Stickleback,Adult,Fall,17.22222328186035
Confluence,Threespine Stickleback,Juvenile-Larvae,Fall,19.200000762939453
Confluence,Wakasagi,Adult,Fall,13.399999618530273
Confluence,Delta Smelt,Adult,Fall,21.700000762939453
Confluence,Delta Smelt,Juvenile,Fall,21.299999237060547
Confluence,Tule Perch,Adult,Fall,20.600000381469727
Confluence,Tule Perch,Juvenile-Larvae,Fall,20.600000381469727
Confluence,Hitch,Adult,Fall,21.200000762939453
Confluence,Hitch,Juvenile-Larvae,Fall,21.799999237060547
Confluence,Mississippi Silverside,Adult,Fall,22
Confluence,Mississippi Silverside,Juvenile,Fall,24
Confluence,Largemouth Bass,Adult,Fall,22.200000762939453
Confluence,Largemouth Bass,Juvenile,Fall,22.200000762939453
Confluence,Striped Bass,Adult,Fall,20.600000381469727
Confluence,Striped Bass,Juvenile,Fall,21.899999618530273
Confluence,Steelhead/Rainbow Trout,Juvenile,Fall,14.800000190734863
Confluence,Chinook Salmon,Adult,Fall,16.600000381469727
Confluence,Chinook Salmon,Juvenile,Fall,21.200000762939453
Confluence,Chinook Salmon,Larvae,Fall,12.222223281860352
Confluence,Sacramento Splittail,Adult,Fall,18.899999618530273
Confluence,Sacramento Splittail,Juvenile,Fall,21.100000381469727
Confluence,Sacramento Pikeminnow,Adult,Fall,20.700000762939453
Confluence,Sacramento Pikeminnow,Juvenile-Larvae,Fall,20.799999237060547
Confluence,Longfin Smelt,Adult,Fall,19
Confluence,Longfin Smelt,Juvenile,Fall,20.700000762939453
North Delta,Sacramento Sucker,Adult,Fall,19.399999618530273
North Delta,Sacramento Sucker,Juvenile,Fall,21.100000381469727
North Delta,Prickly Sculpin,Adult,Fall,24
North Delta,Prickly Sculpin,Juvenile-Larvae,Fall,17.200000762939453
North Delta,Threespine Stickleback,Adult,Fall,20.000001907348633
North Delta,Threespine Stickleback,Juvenile-Larvae,Fall,18.399999618530273
North Delta,Wakasagi,Adult,Fall,22.200000762939453
North Delta,Wakasagi,Juvenile,Fall,17.700000762939453
North Delta,Delta Smelt,Adult,Fall,20.600000381469727
North Delta,Delta Smelt,Juvenile,Fall,20.600000381469727
North Delta,Tule Perch,Adult,Fall,20.799999237060547
North Delta,Tule Perch,Juvenile-Larvae,Fall,24
North Delta,Hitch,Adult,Fall,20.399999618530273
North Delta,Hitch,Juvenile-Larvae,Fall,20.000001907348633
North Delta,Mississippi Silverside,Adult,Fall,22.22222328186035
North Delta,Mississippi Silverside,Juvenile,Fall,22.22222328186035
North Delta,Largemouth Bass,Adult,Fall,19.399999618530273
North Delta,Largemouth Bass,Juvenile,Fall,22
North Delta,Striped Bass,Adult,Fall,19.100000381469727
North Delta,Striped Bass,Juvenile,Fall,22.100000381469727
North Delta,Steelhead/Rainbow Trout,Adult,Fall,13.699999809265137
North Delta,Steelhead/Rainbow Trout,Juvenile,Fall,15.000000953674316
North Delta,Chinook Salmon,Adult,Fall,18.299999237060547
North Delta,Chinook Salmon,Juvenile,Fall,22.22222328186035
North Delta,Chinook Salmon,Larvae,Fall,14.399999618530273
North Delta,Sacramento Blackfish,Adult,Fall,16.399999618530273
North Delta,Sacramento Blackfish,Juvenile-Larvae,Fall,16.944446563720703
North Delta,Sacramento Splittail,Adult,Fall,19.299999237060547
North Delta,Sacramento Splittail,Juvenile,Fall,20.600000381469727
North Delta,Sacramento Pikeminnow,Adult,Fall,20
North Delta,Sacramento Pikeminnow,Juvenile-Larvae,Fall,21.111112594604492
North Delta,Longfin Smelt,Adult,Fall,16.399999618530273
North Delta,Longfin Smelt,Juvenile,Fall,16.100000381469727
South,Green Sturgeon,Juvenile,Fall,18.72222222222222
South,White Sturgeon,Juvenile,Fall,20.833333333333332
South,Sacramento Sucker,Adult,Fall,16
South,Sacramento Sucker,Juvenile,Fall,16.799999237060547
South,Prickly Sculpin,Adult,Fall,22.444444444444446
South,Prickly Sculpin,Juvenile-Larvae,Fall,22.77777777777778
South,Threespine Stickleback,Adult,Fall,17.77777777777778
South,Threespine Stickleback,Juvenile-Larvae,Fall,16.166666666666668
South,Wakasagi,Adult,Fall,14.399999618530273
South,Delta Smelt,Adult,Fall,15.555555555555555
South,Tule Perch,Adult,Fall,17
South,Hitch,Juvenile-Larvae,Fall,13.333333333333334
South,Mississippi Silverside,Adult,Fall,23.88888888888889
South,Mississippi Silverside,Juvenile,Fall,23.88888888888889
South,Largemouth Bass,Adult,Fall,20.200000762939453
South,Largemouth Bass,Juvenile,Fall,23.88888888888889
South,Striped Bass,Adult,Fall,21.666666666666668
South,Striped Bass,Juvenile,Fall,25
South,Steelhead/Rainbow Trout,Adult,Fall,16.11111111111111
South,Steelhead/Rainbow Trout,Juvenile,Fall,22.100000381469727
South,Chinook Salmon,Juvenile,Fall,22.22222222222222
South,Sacramento Blackfish,Adult,Fall,16.11111111111111
South,Sacramento Blackfish,Juvenile-Larvae,Fall,21.11111111111111
South,Sacramento Splittail,Adult,Fall,22.22222222222222
South,Sacramento Splittail,Juvenile,Fall,21.666666666666668
South,Sacramento Pikeminnow,Juvenile-Larvae,Fall,18.833333333333336
South,Longfin Smelt,Adult,Fall,10
South,Longfin Smelt,Juvenile,Fall,13.88888888888889
Suisun Bay,Green Sturgeon,Juvenile,Fall,20.600000381469727
Suisun Bay,White Sturgeon,Adult,Fall,17.5
Suisun Bay,White Sturgeon,Juvenile,Fall,20.600000381469727
Suisun Bay,White Sturgeon,Larvae,Fall,16.700000762939453
Suisun Bay,Sacramento Sucker,Adult,Fall,19.444446563720703
Suisun Bay,Sacramento Sucker,Juvenile,Fall,20.299999237060547
Suisun Bay,Prickly Sculpin,Adult,Fall,19.700000762939453
Suisun Bay,Prickly Sculpin,Juvenile-Larvae,Fall,16.700000762939453
Suisun Bay,Threespine Stickleback,Adult,Fall,19.27777671813965
Suisun Bay,Threespine Stickleback,Juvenile-Larvae,Fall,19.399999618530273
Suisun Bay,Wakasagi,Adult,Fall,18.799999237060547
Suisun Bay,Wakasagi,Juvenile,Fall,16.5
Suisun Bay,Delta Smelt,Adult,Fall,21.899999618530273
Suisun Bay,Delta Smelt,Juvenile,Fall,20.33333396911621
Suisun Bay,Tule Perch,Adult,Fall,21
Suisun Bay,Tule Perch,Juvenile-Larvae,Fall,21
Suisun Bay,Hitch,Adult,Fall,14.699999809265137
Suisun Bay,Mississippi Silverside,Adult,Fall,17.111112594604492
Suisun Bay,Mississippi Silverside,Juvenile,Fall,20.299999237060547
Suisun Bay,Largemouth Bass,Juvenile,Fall,19.611114501953125
Suisun Bay,Striped Bass,Adult,Fall,20.700000762939453
Suisun Bay,Striped Bass,Juvenile,Fall,26.100000381469727
Suisun Bay,Steelhead/Rainbow Trout,Adult,Fall,20.000001907348633
Suisun Bay,Steelhead/Rainbow Trout,Juvenile,Fall,20
Suisun Bay,Chinook Salmon,Adult,Fall,21.700000762939453
Suisun Bay,Chinook Salmon,Juvenile,Fall,26.100000381469727
Suisun Bay,Chinook Salmon,Larvae,Fall,11.100000381469727
Suisun Bay,Sacramento Blackfish,Juvenile-Larvae,Fall,9.5
Suisun Bay,Sacramento Splittail,Adult,Fall,20.799999237060547
Suisun Bay,Sacramento Splittail,Juvenile,Fall,21.5
Suisun Bay,Sacramento Pikeminnow,Adult,Fall,18.888891220092773
Suisun Bay,Sacramento Pikeminnow,Juvenile-Larvae,Fall,18.888891220092773
Suisun Bay,Longfin Smelt,Adult,Fall,21.5
Suisun Bay,Longfin Smelt,Juvenile,Fall,23.5
Suisun Marsh,White Sturgeon,Juvenile,Fall,20
Suisun Marsh,Sacramento Sucker,Adult,Fall,21.200000762939453
Suisun Marsh,Sacramento Sucker,Juvenile,Fall,19.399999618530273
Suisun Marsh,Prickly Sculpin,Adult,Fall,20.799999237060547
Suisun Marsh,Prickly Sculpin,Juvenile-Larvae,Fall,19.5
Suisun Marsh,Threespine Stickleback,Adult,Fall,19
Suisun Marsh,Threespine Stickleback,Juvenile-Larvae,Fall,20.600000381469727
Suisun Marsh,Wakasagi,Adult,Fall,20.100000381469727
Suisun Marsh,Delta Smelt,Adult,Fall,20.5
Suisun Marsh,Delta Smelt,Juvenile,Fall,20.5
Suisun Marsh,Tule Perch,Adult,Fall,21.100000381469727
Suisun Marsh,Tule Perch,Juvenile-Larvae,Fall,22
Suisun Marsh,Hitch,Adult,Fall,15.800000190734863
Suisun Marsh,Hitch,Juvenile-Larvae,Fall,15.800000190734863
Suisun Marsh,Mississippi Silverside,Adult,Fall,20.200000762939453
Suisun Marsh,Mississippi Silverside,Juvenile,Fall,21.399999618530273
Suisun Marsh,Striped Bass,Adult,Fall,20.600000381469727
Suisun Marsh,Striped Bass,Juvenile,Fall,23
Suisun Marsh,Steelhead/Rainbow Trout,Adult,Fall,13.800000190734863
Suisun Marsh,Steelhead/Rainbow Trout,Juvenile,Fall,13.899999618530273
Suisun Marsh,Chinook Salmon,Adult,Fall,18.600000381469727
Suisun Marsh,Chinook Salmon,Juvenile,Fall,18.600000381469727
Suisun Marsh,Sacramento Blackfish,Juvenile-Larvae,Fall,16
Suisun Marsh,Sacramento Splittail,Adult,Fall,21.100000381469727
Suisun Marsh,Sacramento Splittail,Juvenile,Fall,22
Suisun Marsh,Sacramento Pikeminnow,Adult,Fall,18.600000381469727
Suisun Marsh,Sacramento Pikeminnow,Juvenile-Larvae,Fall,20.100000381469727
Suisun Marsh,Longfin Smelt,Adult,Fall,19.799999237060547
Suisun Marsh,Longfin Smelt,Juvenile,Fall,20.799999237060547
