Stress,Region,Station,WY,fWY,nDays,totalDays,propDays
High,Central,BAC,2010,2010,113,358,0.316
High,Central,BAC,2011,2011,114,362,0.315
High,Central,BAC,2012,2012,85,339,0.251
High,Central,BAC,2013,2013,139,363,0.383
High,Central,BAC,2014,2014,139,365,0.381
High,Central,BAC,2015,2015,151,363,0.416
High,Central,BAC,2016,2016,150,364,0.412
High,Central,BAC,2017,2017,111,357,0.311
High,Central,BAC,2018,2018,134,365,0.367
High,Central,BAC,2019,2019,130,363,0.358
High,Central,BET,2010,2010,104,364,0.286
High,Central,BET,2011,2011,115,363,0.317
High,Central,BET,2012,2012,107,362,0.296
High,Central,BET,2013,2013,120,360,0.333
High,Central,BET,2014,2014,137,365,0.375
High,Central,BET,2015,2015,137,363,0.377
High,Central,BET,2016,2016,121,357,0.339
High,Central,BET,2017,2017,116,357,0.325
High,Central,BET,2018,2018,125,365,0.342
High,Central,BET,2019,2019,107,338,0.317
High,Central,CLC,2010,2010,119,358,0.332
High,Central,CLC,2011,2011,126,363,0.347
High,Central,CLC,2012,2012,146,364,0.401
High,Central,CLC,2013,2013,130,360,0.361
High,Central,CLC,2014,2014,141,364,0.387
High,Central,CLC,2015,2015,152,361,0.421
High,Central,CLC,2016,2016,151,364,0.415
High,Central,CLC,2017,2017,113,364,0.31
High,Central,CLC,2018,2018,119,361,0.33
High,Central,CLC,2019,2019,123,342,0.36
High,Central,DSJ,2011,2011,112,363,0.309
High,Central,DSJ,2012,2012,105,355,0.296
High,Central,DSJ,2013,2013,113,349,0.324
High,Central,DSJ,2014,2014,138,365,0.378
High,Central,DSJ,2015,2015,134,359,0.373
High,Central,DSJ,2016,2016,126,365,0.345
High,Central,DSJ,2017,2017,110,357,0.308
High,Central,DSJ,2018,2018,115,363,0.317
High,Central,DSJ,2019,2019,122,363,0.336
High,Central,FRP,2010,2010,117,363,0.322
High,Central,FRP,2011,2011,113,363,0.311
High,Central,FRP,2012,2012,118,355,0.332
High,Central,FRP,2013,2013,129,357,0.361
High,Central,FRP,2014,2014,139,365,0.381
High,Central,FRP,2015,2015,142,355,0.4
High,Central,FRP,2016,2016,138,364,0.379
High,Central,FRP,2017,2017,124,365,0.34
High,Central,FRP,2018,2018,123,364,0.338
High,Central,FRP,2019,2019,119,357,0.333
High,Central,HLL,2010,2010,115,365,0.315
High,Central,HLL,2011,2011,113,363,0.311
High,Central,HLL,2012,2012,115,363,0.317
High,Central,HLL,2013,2013,129,361,0.357
High,Central,HLL,2014,2014,141,362,0.39
High,Central,HLL,2015,2015,145,363,0.399
High,Central,HLL,2016,2016,140,356,0.393
High,Central,HLL,2017,2017,114,363,0.314
High,Central,HLL,2018,2018,125,344,0.363
High,Central,HLL,2019,2019,123,362,0.34
High,Central,HLT,2010,2010,117,355,0.33
High,Central,HLT,2011,2011,110,355,0.31
High,Central,HLT,2012,2012,128,360,0.356
High,Central,HLT,2013,2013,131,360,0.364
High,Central,HLT,2014,2014,134,365,0.367
High,Central,HLT,2015,2015,137,355,0.386
High,Central,HLT,2016,2016,141,364,0.387
High,Central,HLT,2017,2017,106,360,0.294
High,Central,HLT,2018,2018,116,345,0.336
High,Central,HLT,2019,2019,114,337,0.338
High,Central,HOL,2010,2010,115,365,0.315
High,Central,HOL,2011,2011,113,358,0.316
High,Central,HOL,2012,2012,112,360,0.311
High,Central,HOL,2013,2013,127,360,0.353
High,Central,HOL,2014,2014,141,365,0.386
High,Central,HOL,2015,2015,136,357,0.381
High,Central,HOL,2016,2016,138,362,0.381
High,Central,HOL,2017,2017,115,361,0.319
High,Central,HOL,2018,2018,123,350,0.351
High,Central,HOL,2019,2019,121,354,0.342
High,Central,MDM,2011,2011,119,358,0.332
High,Central,MDM,2012,2012,141,357,0.395
High,Central,MDM,2013,2013,135,358,0.377
High,Central,MDM,2014,2014,139,364,0.382
High,Central,MDM,2015,2015,139,346,0.402
High,Central,MDM,2016,2016,176,364,0.484
High,Central,MDM,2017,2017,110,364,0.302
High,Central,MDM,2018,2018,119,333,0.357
High,Central,MDM,2019,2019,128,355,0.361
High,Central,MTB,2010,2010,116,363,0.32
High,Central,MTB,2011,2011,110,361,0.305
High,Central,MTB,2012,2012,141,362,0.39
High,Central,MTB,2013,2013,139,353,0.394
High,Central,MTB,2014,2014,135,360,0.375
High,Central,MTB,2015,2015,145,363,0.399
High,Central,MTB,2016,2016,145,364,0.398
High,Central,MTB,2017,2017,97,360,0.269
High,Central,MTB,2018,2018,121,365,0.332
High,Central,MTB,2019,2019,114,346,0.329
High,Central,MUP,2011,2011,122,361,0.338
High,Central,MUP,2012,2012,140,362,0.387
High,Central,MUP,2013,2013,142,360,0.394
High,Central,MUP,2014,2014,136,362,0.376
High,Central,MUP,2015,2015,143,358,0.399
High,Central,MUP,2016,2016,148,359,0.412
High,Central,MUP,2017,2017,103,357,0.289
High,Central,MUP,2018,2018,75,315,0.238
High,Central,OBI,2010,2010,118,362,0.326
High,Central,OBI,2011,2011,111,356,0.312
High,Central,OBI,2012,2012,125,361,0.346
High,Central,OBI,2013,2013,127,350,0.363
High,Central,OBI,2014,2014,136,358,0.38
High,Central,OBI,2015,2015,135,346,0.39
High,Central,OBI,2016,2016,141,362,0.39
High,Central,OBI,2017,2017,95,349,0.272
High,Central,OBI,2018,2018,130,352,0.369
High,Central,OBI,2019,2019,119,337,0.353
High,Central,OH4,2011,2011,112,360,0.311
High,Central,OH4,2012,2012,138,364,0.379
High,Central,OH4,2013,2013,134,353,0.38
High,Central,OH4,2014,2014,133,361,0.368
High,Central,OH4,2015,2015,141,355,0.397
High,Central,OH4,2016,2016,152,363,0.419
High,Central,OH4,2017,2017,109,363,0.3
High,Central,OH4,2018,2018,131,357,0.367
High,Central,OH4,2019,2019,116,344,0.337
High,Central,ORI,2012,2012,141,362,0.39
High,Central,ORI,2013,2013,123,360,0.342
High,Central,ORI,2014,2014,136,358,0.38
High,Central,ORI,2015,2015,141,352,0.401
High,Central,ORI,2016,2016,148,361,0.41
High,Central,ORI,2017,2017,103,347,0.297
High,Central,ORI,2018,2018,113,356,0.317
High,Central,ORI,2019,2019,107,343,0.312
High,Central,ORQ,2010,2010,106,360,0.294
High,Central,ORQ,2011,2011,110,362,0.304
High,Central,ORQ,2012,2012,103,357,0.289
High,Central,ORQ,2013,2013,123,360,0.342
High,Central,ORQ,2014,2014,135,361,0.374
High,Central,ORQ,2015,2015,139,357,0.389
High,Central,ORQ,2016,2016,130,360,0.361
High,Central,ORQ,2017,2017,109,363,0.3
High,Central,ORQ,2018,2018,111,356,0.312
High,Central,ORQ,2019,2019,115,350,0.329
High,Central,RRI,2010,2010,114,360,0.317
High,Central,RRI,2011,2011,120,362,0.331
High,Central,RRI,2012,2012,135,365,0.37
High,Central,RRI,2013,2013,145,360,0.403
High,Central,RRI,2014,2014,137,365,0.375
High,Central,RRI,2015,2015,174,361,0.482
High,Central,RRI,2016,2016,153,360,0.425
High,Central,RRI,2017,2017,108,360,0.3
High,Central,RRI,2018,2018,118,360,0.328
High,Central,RRI,2019,2019,120,360,0.333
High,Central,TRN,2010,2010,114,330,0.345
High,Central,TRN,2011,2011,115,363,0.317
High,Central,TRN,2012,2012,125,358,0.349
High,Central,TRN,2013,2013,138,362,0.381
High,Central,TRN,2014,2014,131,365,0.359
High,Central,TRN,2015,2015,152,360,0.422
High,Central,TRN,2016,2016,145,343,0.423
High,Central,TRN,2017,2017,104,348,0.299
High,Central,TRN,2018,2018,107,339,0.316
High,Central,TRN,2019,2019,111,316,0.351
High,Central,VCU,2010,2010,115,360,0.319
High,Central,VCU,2011,2011,122,347,0.352
High,Central,VCU,2012,2012,138,364,0.379
High,Central,VCU,2013,2013,134,359,0.373
High,Central,VCU,2014,2014,129,357,0.361
High,Central,VCU,2015,2015,138,360,0.383
High,Central,VCU,2016,2016,142,355,0.4
High,Central,VCU,2017,2017,104,354,0.294
High,Central,VCU,2018,2018,105,342,0.307
High,Central,VCU,2019,2019,118,355,0.332
High,Central,VIC,2010,2010,116,360,0.322
High,Central,VIC,2011,2011,122,363,0.336
High,Central,VIC,2012,2012,143,361,0.396
High,Central,VIC,2013,2013,141,359,0.393
High,Central,VIC,2014,2014,137,365,0.375
High,Central,VIC,2015,2015,148,363,0.408
High,Central,VIC,2016,2016,152,364,0.418
High,Central,VIC,2017,2017,101,363,0.278
High,Central,VIC,2018,2018,125,362,0.345
High,Central,VIC,2019,2019,124,362,0.343
High,Confluence,ANC,2010,2010,55,350,0.157
High,Confluence,ANC,2011,2011,98,363,0.27
High,Confluence,ANC,2012,2012,75,364,0.206
High,Confluence,ANC,2013,2013,77,349,0.221
High,Confluence,ANC,2014,2014,122,363,0.336
High,Confluence,ANC,2015,2015,122,357,0.342
High,Confluence,ANC,2016,2016,88,365,0.241
High,Confluence,ANC,2017,2017,95,359,0.265
High,Confluence,ANH,2010,2010,54,363,0.149
High,Confluence,ANH,2011,2011,99,363,0.273
High,Confluence,ANH,2012,2012,77,366,0.21
High,Confluence,ANH,2013,2013,73,365,0.2
High,Confluence,ANH,2014,2014,113,358,0.316
High,Confluence,ANH,2015,2015,121,362,0.334
High,Confluence,ANH,2016,2016,87,363,0.24
High,Confluence,ANH,2017,2017,96,360,0.267
High,Confluence,ANH,2018,2018,78,362,0.215
High,Confluence,ANH,2019,2019,114,362,0.315
High,Confluence,BLP,2011,2011,109,353,0.309
High,Confluence,BLP,2012,2012,122,364,0.335
High,Confluence,BLP,2013,2013,91,339,0.268
High,Confluence,BLP,2014,2014,123,363,0.339
High,Confluence,BLP,2015,2015,114,338,0.337
High,Confluence,BLP,2016,2016,94,355,0.265
High,Confluence,BLP,2017,2017,93,355,0.262
High,Confluence,BLP,2018,2018,88,363,0.242
High,Confluence,BLP,2019,2019,112,365,0.307
High,Confluence,EMM,2010,2010,48,358,0.134
High,Confluence,EMM,2011,2011,78,360,0.217
High,Confluence,EMM,2012,2012,81,352,0.23
High,Confluence,EMM,2013,2013,100,363,0.275
High,Confluence,EMM,2014,2014,126,365,0.345
High,Confluence,EMM,2015,2015,124,363,0.342
High,Confluence,EMM,2016,2016,97,364,0.266
High,Confluence,EMM,2017,2017,88,362,0.243
High,Confluence,EMM,2018,2018,90,358,0.251
High,Confluence,EMM,2019,2019,91,365,0.249
High,Confluence,FAL,2010,2010,65,356,0.183
High,Confluence,FAL,2011,2011,103,362,0.285
High,Confluence,FAL,2012,2012,87,363,0.24
High,Confluence,FAL,2013,2013,89,359,0.248
High,Confluence,FAL,2014,2014,113,349,0.324
High,Confluence,FAL,2015,2015,125,361,0.346
High,Confluence,FAL,2016,2016,112,361,0.31
High,Confluence,FAL,2017,2017,95,365,0.26
High,Confluence,FAL,2018,2018,85,343,0.248
High,Confluence,FAL,2019,2019,109,349,0.312
High,Confluence,JER,2010,2010,59,361,0.163
High,Confluence,JER,2011,2011,102,362,0.282
High,Confluence,JER,2012,2012,87,361,0.241
High,Confluence,JER,2013,2013,98,365,0.268
High,Confluence,JER,2014,2014,130,365,0.356
High,Confluence,JER,2015,2015,127,363,0.35
High,Confluence,JER,2016,2016,105,364,0.288
High,Confluence,JER,2017,2017,95,365,0.26
High,Confluence,JER,2018,2018,99,362,0.273
High,Confluence,JER,2019,2019,110,363,0.303
High,Confluence,LPS,2011,2011,91,363,0.251
High,Confluence,LPS,2012,2012,101,365,0.277
High,Confluence,LPS,2013,2013,117,363,0.322
High,Confluence,LPS,2014,2014,134,365,0.367
High,Confluence,LPS,2015,2015,136,362,0.376
High,Confluence,LPS,2016,2016,127,362,0.351
High,Confluence,LPS,2017,2017,93,357,0.261
High,Confluence,LPS,2018,2018,107,359,0.298
High,Confluence,LPS,2019,2019,80,353,0.227
High,Confluence,MOK,2010,2010,81,365,0.222
High,Confluence,MOK,2011,2011,79,365,0.216
High,Confluence,MOK,2012,2012,91,364,0.25
High,Confluence,MOK,2013,2013,110,347,0.317
High,Confluence,MOK,2014,2014,130,356,0.365
High,Confluence,MOK,2016,2016,111,350,0.317
High,Confluence,MOK,2017,2017,93,363,0.256
High,Confluence,MOK,2018,2018,104,344,0.302
High,Confluence,MOK,2019,2019,87,341,0.255
High,Confluence,OSJ,2010,2010,100,363,0.275
High,Confluence,OSJ,2011,2011,108,363,0.298
High,Confluence,OSJ,2012,2012,101,366,0.276
High,Confluence,OSJ,2014,2014,133,362,0.367
High,Confluence,OSJ,2015,2015,124,349,0.355
High,Confluence,OSJ,2016,2016,130,361,0.36
High,Confluence,OSJ,2017,2017,105,362,0.29
High,Confluence,OSJ,2018,2018,103,349,0.295
High,Confluence,OSJ,2019,2019,100,334,0.299
High,Confluence,PPT,2010,2010,107,363,0.295
High,Confluence,PPT,2011,2011,109,363,0.3
High,Confluence,PPT,2012,2012,116,363,0.32
High,Confluence,PPT,2013,2013,125,362,0.345
High,Confluence,PPT,2014,2014,133,365,0.364
High,Confluence,PPT,2015,2015,131,360,0.364
High,Confluence,PPT,2016,2016,132,362,0.365
High,Confluence,PPT,2017,2017,93,361,0.258
High,Confluence,PPT,2018,2018,117,362,0.323
High,Confluence,PPT,2019,2019,114,361,0.316
High,Confluence,PRI,2010,2010,100,361,0.277
High,Confluence,PRI,2011,2011,106,363,0.292
High,Confluence,PRI,2012,2012,103,366,0.281
High,Confluence,PRI,2013,2013,121,359,0.337
High,Confluence,PRI,2014,2014,127,324,0.392
High,Confluence,PRI,2015,2015,125,352,0.355
High,Confluence,PRI,2016,2016,131,349,0.375
High,Confluence,PRI,2017,2017,85,351,0.242
High,Confluence,PRI,2018,2018,105,352,0.298
High,Confluence,PRI,2019,2019,103,351,0.293
High,Confluence,RIV,2010,2010,49,364,0.135
High,Confluence,RIV,2011,2011,58,363,0.16
High,Confluence,RIV,2012,2012,72,329,0.219
High,Confluence,RIV,2013,2013,111,363,0.306
High,Confluence,RIV,2014,2014,131,364,0.36
High,Confluence,RIV,2015,2015,127,357,0.356
High,Confluence,RIV,2016,2016,99,366,0.27
High,Confluence,RIV,2017,2017,89,361,0.247
High,Confluence,RIV,2018,2018,92,364,0.253
High,Confluence,RIV,2019,2019,80,364,0.22
High,Confluence,RVB,2010,2010,56,363,0.154
High,Confluence,RVB,2011,2011,64,364,0.176
High,Confluence,RVB,2012,2012,69,366,0.189
High,Confluence,RVB,2013,2013,103,363,0.284
High,Confluence,RVB,2014,2014,133,365,0.364
High,Confluence,RVB,2015,2015,128,362,0.354
High,Confluence,RVB,2016,2016,96,364,0.264
High,Confluence,RVB,2017,2017,85,360,0.236
High,Confluence,RVB,2018,2018,94,362,0.26
High,Confluence,RVB,2019,2019,81,363,0.223
High,Confluence,SAL,2010,2010,85,365,0.233
High,Confluence,SAL,2011,2011,101,363,0.278
High,Confluence,SAL,2012,2012,103,360,0.286
High,Confluence,SAL,2013,2013,124,361,0.343
High,Confluence,SAL,2014,2014,138,365,0.378
High,Confluence,SAL,2015,2015,136,361,0.377
High,Confluence,SAL,2016,2016,125,364,0.343
High,Confluence,SAL,2017,2017,82,352,0.233
High,Confluence,SAL,2018,2018,66,278,0.237
High,Confluence,SAL,2019,2019,104,331,0.314
High,Confluence,SDI,2011,2011,67,362,0.185
High,Confluence,SDI,2012,2012,71,360,0.197
High,Confluence,SDI,2013,2013,97,363,0.267
High,Confluence,SDI,2014,2014,123,363,0.339
High,Confluence,SDI,2015,2015,123,355,0.346
High,Confluence,SDI,2016,2016,87,366,0.238
High,Confluence,SDI,2018,2018,81,346,0.234
High,Confluence,SDI,2019,2019,72,340,0.212
High,Confluence,SRV,2011,2011,69,362,0.191
High,Confluence,SRV,2012,2012,71,366,0.194
High,Confluence,SRV,2013,2013,110,365,0.301
High,Confluence,SRV,2014,2014,131,363,0.361
High,Confluence,SRV,2015,2015,126,361,0.349
High,Confluence,SRV,2016,2016,98,365,0.268
High,Confluence,SRV,2017,2017,89,364,0.245
High,Confluence,SRV,2018,2018,92,360,0.256
High,Confluence,SRV,2019,2019,73,350,0.209
High,Confluence,STI,2010,2010,86,365,0.236
High,Confluence,STI,2011,2011,88,361,0.244
High,Confluence,STI,2012,2012,99,361,0.274
High,Confluence,STI,2013,2013,121,361,0.335
High,Confluence,STI,2014,2014,135,363,0.372
High,Confluence,STI,2015,2015,140,363,0.386
High,Confluence,STI,2016,2016,124,364,0.341
High,Confluence,STI,2017,2017,93,353,0.263
High,Confluence,STI,2018,2018,109,365,0.299
High,Confluence,STI,2019,2019,92,358,0.257
High,Confluence,TMS,2010,2010,62,365,0.17
High,Confluence,TMS,2011,2011,96,359,0.267
High,Confluence,TMS,2012,2012,89,353,0.252
High,Confluence,TMS,2013,2013,105,323,0.325
High,Confluence,TMS,2014,2014,110,359,0.306
High,Confluence,TMS,2015,2015,116,365,0.318
High,Confluence,TMS,2016,2016,101,364,0.277
High,Confluence,TMS,2017,2017,88,359,0.245
High,Confluence,TMS,2018,2018,102,365,0.279
High,Confluence,TMS,2019,2019,109,352,0.31
High,Confluence,TSL,2010,2010,68,365,0.186
High,Confluence,TSL,2011,2011,98,363,0.27
High,Confluence,TSL,2012,2012,84,353,0.238
High,Confluence,TSL,2013,2013,100,362,0.276
High,Confluence,TSL,2014,2014,126,363,0.347
High,Confluence,TSL,2015,2015,125,360,0.347
High,Confluence,TSL,2016,2016,104,360,0.289
High,Confluence,TSL,2017,2017,94,365,0.258
High,Confluence,TSL,2018,2018,98,363,0.27
High,Confluence,TSL,2019,2019,105,360,0.292
High,North Delta,BKS,2010,2010,74,349,0.212
High,North Delta,BKS,2011,2011,110,359,0.306
High,North Delta,BKS,2012,2012,86,346,0.249
High,North Delta,BKS,2013,2013,94,341,0.276
High,North Delta,BKS,2014,2014,129,361,0.357
High,North Delta,BKS,2015,2015,111,354,0.314
High,North Delta,BKS,2016,2016,67,281,0.238
High,North Delta,BKS,2017,2017,101,326,0.31
High,North Delta,BKS,2018,2018,69,316,0.218
High,North Delta,BKS,2019,2019,97,345,0.281
High,North Delta,DLC,2011,2011,69,364,0.19
High,North Delta,DLC,2012,2012,74,364,0.203
High,North Delta,DLC,2013,2013,135,362,0.373
High,North Delta,DLC,2014,2014,147,365,0.403
High,North Delta,DLC,2015,2015,146,360,0.406
High,North Delta,DLC,2016,2016,104,364,0.286
High,North Delta,DLC,2017,2017,89,359,0.248
High,North Delta,DLC,2018,2018,90,357,0.252
High,North Delta,DLC,2019,2019,77,326,0.236
High,North Delta,DWS,2012,2012,94,364,0.258
High,North Delta,DWS,2013,2013,117,361,0.324
High,North Delta,DWS,2014,2014,134,364,0.368
High,North Delta,DWS,2015,2015,124,351,0.353
High,North Delta,DWS,2016,2016,106,366,0.29
High,North Delta,DWS,2017,2017,97,360,0.269
High,North Delta,DWS,2018,2018,103,359,0.287
High,North Delta,DWS,2019,2019,106,335,0.316
High,North Delta,GES,2011,2011,51,364,0.14
High,North Delta,GES,2012,2012,59,365,0.162
High,North Delta,GES,2013,2013,112,362,0.309
High,North Delta,GES,2014,2014,149,362,0.412
High,North Delta,GES,2015,2015,132,355,0.372
High,North Delta,GES,2016,2016,90,366,0.246
High,North Delta,GES,2017,2017,80,358,0.223
High,North Delta,GES,2018,2018,84,354,0.237
High,North Delta,GES,2019,2019,67,351,0.191
High,North Delta,GSS,2011,2011,45,364,0.124
High,North Delta,GSS,2012,2012,51,359,0.142
High,North Delta,GSS,2013,2013,110,362,0.304
High,North Delta,GSS,2014,2014,146,364,0.401
High,North Delta,GSS,2015,2015,133,360,0.369
High,North Delta,GSS,2016,2016,85,365,0.233
High,North Delta,GSS,2017,2017,81,359,0.226
High,North Delta,GSS,2018,2018,88,358,0.246
High,North Delta,GSS,2019,2019,61,359,0.17
High,North Delta,HWB,2011,2011,50,365,0.137
High,North Delta,HWB,2012,2012,51,366,0.139
High,North Delta,HWB,2013,2013,119,365,0.326
High,North Delta,HWB,2014,2014,145,363,0.399
High,North Delta,HWB,2015,2015,138,360,0.383
High,North Delta,HWB,2016,2016,92,365,0.252
High,North Delta,HWB,2017,2017,81,361,0.224
High,North Delta,HWB,2018,2018,90,358,0.251
High,North Delta,HWB,2019,2019,66,347,0.19
High,North Delta,LIS,2012,2012,156,362,0.431
High,North Delta,LIS,2013,2013,140,356,0.393
High,North Delta,LIS,2014,2014,145,361,0.402
High,North Delta,LIS,2015,2015,104,358,0.291
High,North Delta,LIS,2016,2016,141,364,0.387
High,North Delta,LIS,2017,2017,128,359,0.357
High,North Delta,LIS,2018,2018,121,339,0.357
High,North Delta,LIS,2019,2019,129,318,0.406
High,North Delta,SRH,2010,2010,52,364,0.143
High,North Delta,SRH,2011,2011,40,358,0.112
High,North Delta,SRH,2012,2012,53,365,0.145
High,North Delta,SRH,2013,2013,112,364,0.308
High,North Delta,SRH,2014,2014,149,365,0.408
High,North Delta,SRH,2015,2015,140,363,0.386
High,North Delta,SRH,2016,2016,75,365,0.205
High,North Delta,SRH,2017,2017,80,363,0.22
High,North Delta,SRH,2018,2018,80,361,0.222
High,North Delta,SRH,2019,2019,72,363,0.198
High,South,BDT,2010,2010,101,365,0.277
High,South,BDT,2011,2011,13,363,0.036
High,South,BDT,2012,2012,107,366,0.292
High,South,BDT,2013,2013,122,363,0.336
High,South,BDT,2014,2014,136,365,0.373
High,South,BDT,2015,2015,155,362,0.428
High,South,BDT,2016,2016,145,364,0.398
High,South,BDT,2017,2017,41,363,0.113
High,South,BDT,2018,2018,114,365,0.312
High,South,BDT,2019,2019,90,363,0.248
High,South,DGL,2010,2010,104,365,0.285
High,South,DGL,2011,2011,23,335,0.069
High,South,DGL,2012,2012,115,357,0.322
High,South,DGL,2013,2013,123,343,0.359
High,South,DGL,2014,2014,139,363,0.383
High,South,DGL,2015,2015,142,355,0.4
High,South,DGL,2016,2016,148,364,0.407
High,South,DGL,2017,2017,44,354,0.124
High,South,DGL,2018,2018,103,359,0.287
High,South,DGL,2019,2019,92,349,0.264
High,South,GCT,2010,2010,101,361,0.28
High,South,GCT,2011,2011,29,361,0.08
High,South,GCT,2012,2012,121,349,0.347
High,South,GCT,2013,2013,122,362,0.337
High,South,GCT,2014,2014,140,357,0.392
High,South,GCT,2015,2015,138,354,0.39
High,South,GCT,2016,2016,138,348,0.397
High,South,GCT,2017,2017,40,343,0.117
High,South,GCT,2018,2018,51,294,0.173
High,South,GLC,2010,2010,112,360,0.311
High,South,GLC,2011,2011,98,363,0.27
High,South,GLC,2012,2012,135,364,0.371
High,South,GLC,2013,2013,116,351,0.33
High,South,GLC,2014,2014,130,346,0.376
High,South,GLC,2015,2015,139,356,0.39
High,South,GLC,2016,2016,147,362,0.406
High,South,GLC,2017,2017,87,354,0.246
High,South,GLC,2018,2018,114,351,0.325
High,South,GLC,2019,2019,107,343,0.312
High,South,MHO,2011,2011,95,323,0.294
